identifier,data_label,layout_label,arrangement_label,mark_label,alignment_label,orientation_label
two_by_two_uneven_w_m_15_sw_0_5_s_1_2,contiguous,linear,serial_vertical,area_point,stack,horizontal_orientation
two_by_two_uneven_w_m_2_sw_2_0_s_2_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multi_view_link_p_0_m_14_sw_0_7_s_0_5,contiguous,multi_layout,horizontal_vertical,multi_marks,stack,horizontal_orientation
basic_two_vertical_p_0_m_12_sw_0_7_s_1_2,contiguous,linear,no_arrangements,bar_point,stack,horizontal_orientation
two_by_two_p_0_m_17_sw_1_2_s_1_2,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multiple_view_p_0_m_9_sw_1_0_s_1_0,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_0_m_11_sw_1_0_s_0_7,contiguous,linear,serial_vertical,bar_point,stack,horizontal_orientation
multi_view_link_p_0_m_12_sw_0_5_s_1_0,contiguous,multi_layout,horizontal_vertical,line_point,stack,horizontal_orientation
basic_two_vertical_p_0_m_8_sw_1_2_s_1_0,contiguous,linear,no_arrangements,area_point,stack,horizontal_orientation
two_vertical_m_9_sw_1_2_s_0_7,contiguous,linear,no_arrangements,area_line,stack,horizontal_orientation
single_cell_epi_simple_p_1_m_12_sw_0_7_s_1_2,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
single_cell_epi_simple_p_0_m_24_sw_1_0_s_2_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_uneven_w_m_13_sw_0_7_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multiple_view_p_1_m_21_sw_0_7_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_3_m_0_sw_1_2_s_1_0,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
single_cell_epi_p_1_m_15_sw_1_2_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_vertical_m_13_sw_1_2_s_0_7,contiguous,linear,no_arrangements,bar_line,stack,horizontal_orientation
multi_view_link_p_0_m_0_sw_0_5_s_0_5,contiguous,multi_layout,horizontal_vertical,line_point,stack,horizontal_orientation
two_by_two_uneven_w_m_1_sw_1_0_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multiple_view_p_2_m_14_sw_1_2_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_1_m_18_sw_0_7_s_1_0,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_1_m_3_sw_1_0_s_1_0,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_2_m_22_sw_1_0_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_sq_uneven_h_m_12_sw_1_2_s_1_0,contiguous,linear,serial_vertical,line_point,stack,horizontal_orientation
basic_two_horizontal_p_0_m_12_sw_1_2_s_1_0,contiguous,linear,serial,bar_point,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_17_sw_2_0_s_0_5,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
lollipop_simple_sw_0_7_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_vertical_m_6_sw_1_0_s_0_5,contiguous,linear,no_arrangements,area_line,stack,horizontal_orientation
two_by_two_p_3_m_12_sw_0_7_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
basic_two_vertical_p_0_m_7_sw_1_0_s_1_2,contiguous,linear,no_arrangements,bar_line,stack,horizontal_orientation
multiple_view_p_0_m_0_sw_1_0_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
three_composite_v_p_0_m_11_sw_0_5_s_0_5,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multi_row_bar_sw_0_7_s_1_2,contiguous,linear,no_arrangements,bar,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_12_sw_1_2_s_2_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_2_m_3_sw_1_2_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_horizontal_m_5_sw_0_5_s_2_0,contiguous,linear,serial,line,stack,horizontal_orientation
multiple_view_p_2_m_5_sw_1_0_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_0_m_21_sw_1_0_s_1_2,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multi_view_link_p_0_m_22_sw_0_5_s_0_5,contiguous,multi_layout,horizontal_vertical,bar_line,stack,horizontal_orientation
breast_cancer_sw_1_0_s_1_2,sparse,linear,no_arrangements,multi_marks,overlay,horizontal_orientation
two_by_two_uneven_w_m_8_sw_1_0_s_0_7,contiguous,linear,serial_vertical,point,stack,horizontal_orientation
two_by_two_m_0_sw_2_0_s_2_0,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
two_by_two_uneven_w_m_23_sw_0_7_s_1_2,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
gene_annotation_simple_p_4_sw_2_0_s_1_0,sparse,linear,horizontal_vertical,rect_triangle,overlay,horizontal_orientation
multiple_view_p_1_m_11_sw_0_7_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_0_m_6_sw_1_2_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_0_m_18_sw_1_0_s_1_0,contiguous,linear,serial_vertical,area_bar,stack,horizontal_orientation
basic_two_vertical_p_0_m_1_sw_1_2_s_0_7,contiguous,linear,no_arrangements,line_point,stack,horizontal_orientation
two_vertical_m_0_sw_1_2_s_1_0,contiguous,linear,no_arrangements,point,stack,horizontal_orientation
multiple_view_p_2_m_24_sw_1_2_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_3_m_9_sw_1_2_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_sq_uneven_h_m_14_sw_1_0_s_0_5,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
three_composite_m_14_sw_0_7_s_1_0,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
three_composite_v_p_0_m_0_sw_1_2_s_0_7,contiguous,linear,serial_vertical,line_point,stack,horizontal_orientation
two_by_two_p_4_m_16_sw_1_2_s_1_2,contiguous,linear,serial_vertical,line_point,stack,horizontal_orientation
multiple_view_p_3_m_20_sw_1_0_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_1_m_3_sw_1_2_s_1_2,contiguous,linear,serial_vertical,area_bar,stack,horizontal_orientation
two_vertical_m_11_sw_0_7_s_2_0,contiguous,linear,no_arrangements,area_bar,stack,horizontal_orientation
two_by_two_p_4_m_8_sw_1_0_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_by_two_uneven_w_m_14_sw_2_0_s_0_5,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_horizontal_m_11_sw_2_0_s_1_0,contiguous,linear,serial,area_bar,stack,horizontal_orientation
two_by_two_p_2_m_10_sw_0_7_s_1_2,contiguous,linear,serial_vertical,area_point,stack,horizontal_orientation
single_cell_epi_simple_p_1_m_0_sw_1_0_s_1_2,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
basic_two_horizontal_orient_m_1_sw_1_2_s_1_2,contiguous,linear,no_arrangements,line_point,stack,vertical_orientation
warm_heatmap_sw_0_7_s_0_7,contiguous,linear,no_arrangements,rect,stack,horizontal_orientation
two_by_two_sq_uneven_h_p_2_sw_1_2_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_by_two_uneven_w_m_11_sw_1_2_s_2_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_by_two_p_3_m_0_sw_1_0_s_1_2,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
single_cell_epi_p_0_m_18_sw_1_0_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
single_cell_epi_p_1_m_0_sw_0_7_s_1_2,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_1_m_23_sw_1_0_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_by_two_p_3_m_6_sw_1_2_s_0_7,contiguous,linear,serial_vertical,bar_point,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_20_sw_0_7_s_1_2,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_0_m_13_sw_0_7_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multi_view_link_p_0_m_1_sw_2_0_s_1_2,contiguous,multi_layout,horizontal_vertical,bar_point,stack,horizontal_orientation
two_by_two_p_0_m_9_sw_1_2_s_1_2,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
two_by_two_sq_uneven_h_m_0_sw_1_2_s_0_5,contiguous,linear,serial_vertical,line_point,stack,horizontal_orientation
two_horizontal_m_12_sw_1_0_s_2_0,contiguous,linear,serial,bar_point,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_19_sw_0_7_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_horizontal_m_8_sw_1_2_s_0_5,contiguous,linear,serial,area_point,stack,horizontal_orientation
basic_two_horizontal_orient_m_7_sw_1_0_s_0_7,contiguous,linear,no_arrangements,bar_line,stack,vertical_orientation
two_by_two_p_1_m_5_sw_1_0_s_0_7,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
two_by_two_p_4_m_10_sw_1_0_s_0_7,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
multi_view_link_p_0_m_13_sw_2_0_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_5_sw_1_2_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_3_m_10_sw_1_0_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
three_composite_m_6_sw_0_7_s_1_0,contiguous,linear,serial_vertical,bar_point,stack,horizontal_orientation
two_by_two_p_0_m_6_sw_1_0_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
three_composite_v_p_0_m_10_sw_2_0_s_1_2,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
single_cell_epi_p_0_m_11_sw_1_0_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_2_m_20_sw_0_7_s_0_7,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
multi_view_link_p_0_m_19_sw_1_0_s_2_0,contiguous,multi_layout,horizontal_vertical,bar_point,stack,horizontal_orientation
gene_annotation_simple_p_3_sw_0_7_s_1_2,sparse,linear,horizontal_vertical,rect_triangle,overlay,horizontal_orientation
two_by_two_uneven_w_m_24_sw_2_0_s_1_0,contiguous,linear,serial_vertical,area_point,stack,horizontal_orientation
two_by_two_p_2_m_5_sw_1_2_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
gene_annotation_p_4_sw_0_7_s_0_7,sparse,linear,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_4_m_1_sw_1_0_s_1_0,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
basic_two_horizontal_p_0_m_0_sw_0_7_s_1_2,contiguous,linear,serial,point,stack,horizontal_orientation
two_by_two_p_1_m_15_sw_1_2_s_0_7,contiguous,linear,serial_vertical,area_bar,stack,horizontal_orientation
basic_two_horizontal_orient_m_8_sw_1_2_s_0_5,contiguous,linear,no_arrangements,area_point,stack,vertical_orientation
two_horizontal_m_7_sw_1_0_s_0_7,contiguous,linear,serial,bar_line,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_16_sw_0_5_s_1_2,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
single_cell_epi_simple_p_0_m_10_sw_0_7_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_horizontal_m_1_sw_1_2_s_1_2,contiguous,linear,serial,line_point,stack,horizontal_orientation
multi_view_circular_ideograms_m_2_sw_1_0_s_1_2,multi_data_types,circular,no_arrangements,area_rect,stack,horizontal_orientation
two_by_two_p_1_m_13_sw_1_0_s_1_2,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
two_by_two_p_4_m_19_sw_1_0_s_1_0,contiguous,linear,serial_vertical,area_point,stack,horizontal_orientation
multiple_view_p_0_m_23_sw_0_7_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
three_composite_v_m_4_sw_0_7_s_1_2,contiguous,linear,serial_vertical,line_point,stack,horizontal_orientation
multi_row_line_sw_2_0_s_1_0,contiguous,linear,no_arrangements,line,stack,horizontal_orientation
multiple_view_p_3_m_16_sw_1_2_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
single_cell_epi_simple_p_0_m_3_sw_1_0_s_0_5,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_4_m_20_sw_1_0_s_1_2,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
basic_two_horizontal_orient_m_10_sw_0_7_s_1_0,contiguous,linear,no_arrangements,area,stack,vertical_orientation
multiple_view_p_3_m_8_sw_0_7_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multi_view_circular_ideograms_m_2_sw_2_0_s_1_0,multi_data_types,circular,no_arrangements,area_rect,stack,horizontal_orientation
two_by_two_p_3_m_15_sw_1_0_s_0_7,contiguous,linear,serial_vertical,area_point,stack,horizontal_orientation
two_vertical_m_1_sw_0_7_s_0_5,contiguous,linear,no_arrangements,line_point,stack,horizontal_orientation
basic_two_vertical_p_0_m_0_sw_0_7_s_1_2,contiguous,linear,no_arrangements,point,stack,horizontal_orientation
gene_annotation_simple_p_0_sw_0_7_s_2_0,sparse,linear,horizontal_vertical,rect_triangle,overlay,horizontal_orientation
multiple_view_p_0_m_7_sw_0_7_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_1_m_10_sw_1_2_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_uneven_w_m_22_sw_1_2_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_by_two_uneven_w_m_9_sw_0_5_s_1_2,contiguous,linear,serial_vertical,bar_point,stack,horizontal_orientation
multi_row_line_sw_1_0_s_1_2,contiguous,linear,no_arrangements,line,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_3_sw_2_0_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
single_cell_epi_simple_p_0_m_15_sw_0_5_s_2_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_2_m_2_sw_0_7_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_horizontal_m_2_sw_1_2_s_2_0,contiguous,linear,serial,area_point,stack,horizontal_orientation
multi_view_circular_ideograms_m_1_sw_1_0_s_2_0,multi_data_types,circular,no_arrangements,line_rect,stack,horizontal_orientation
three_composite_v_p_0_m_10_sw_1_0_s_1_0,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
two_by_two_uneven_w_m_24_sw_1_0_s_1_2,contiguous,linear,serial_vertical,area_point,stack,horizontal_orientation
multiple_view_p_1_m_16_sw_1_0_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_vertical_m_7_sw_0_5_s_1_0,contiguous,linear,no_arrangements,bar_line,stack,horizontal_orientation
two_by_two_p_3_m_13_sw_1_2_s_1_2,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multi_view_link_p_0_m_20_sw_2_0_s_2_0,contiguous,multi_layout,horizontal_vertical,multi_marks,stack,horizontal_orientation
two_by_two_sq_uneven_h_m_13_sw_0_7_s_0_5,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
three_composite_m_13_sw_1_0_s_1_0,contiguous,linear,serial_vertical,bar_point,stack,horizontal_orientation
two_horizontal_m_7_sw_2_0_s_0_5,contiguous,linear,serial,bar_line,stack,horizontal_orientation
multiple_view_p_2_m_15_sw_0_7_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_uneven_w_m_0_sw_0_5_s_0_5,contiguous,linear,serial_vertical,area_bar,stack,horizontal_orientation
multi_view_link_p_0_m_1_sw_1_0_s_1_0,contiguous,multi_layout,horizontal_vertical,bar_point,stack,horizontal_orientation
two_vertical_m_12_sw_0_7_s_1_2,contiguous,linear,no_arrangements,bar_point,stack,horizontal_orientation
basic_two_horizontal_orient_m_2_sw_1_2_s_2_0,contiguous,linear,no_arrangements,area_point,stack,vertical_orientation
lollipop_non_interactive_p_1_sw_1_2_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay_stack,horizontal_orientation
basic_two_horizontal_orient_m_7_sw_2_0_s_0_5,contiguous,linear,no_arrangements,bar_line,stack,vertical_orientation
multiple_view_p_1_m_20_sw_1_2_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_uneven_w_m_12_sw_1_2_s_1_2,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_vertical_m_8_sw_0_7_s_1_2,contiguous,linear,no_arrangements,area_point,stack,horizontal_orientation
single_cell_epi_simple_p_1_m_13_sw_1_2_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
multi_view_link_p_0_m_13_sw_1_0_s_0_5,contiguous,multi_layout,horizontal_vertical,multi_marks,stack,horizontal_orientation
basic_two_vertical_p_0_m_15_sw_1_0_s_1_2,contiguous,linear,no_arrangements,bar,stack,horizontal_orientation
basic_two_vertical_p_0_m_13_sw_1_2_s_0_7,contiguous,linear,no_arrangements,bar_line,stack,horizontal_orientation
two_by_two_p_0_m_16_sw_0_7_s_0_7,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
multi_view_link_p_0_m_15_sw_1_2_s_1_0,contiguous,multi_layout,horizontal_vertical,multi_marks,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_23_sw_0_7_s_2_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_uneven_w_m_14_sw_1_0_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
single_cell_epi_simple_p_1_m_0_sw_2_0_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_horizontal_m_11_sw_1_0_s_1_2,contiguous,linear,serial,area_bar,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_9_sw_1_0_s_2_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_3_m_23_sw_1_2_s_0_7,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
two_vertical_m_14_sw_0_5_s_0_7,contiguous,linear,no_arrangements,area_bar,stack,horizontal_orientation
two_by_two_uneven_w_m_6_sw_0_7_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multiple_view_p_1_m_4_sw_0_7_s_1_0,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
single_cell_epi_p_0_m_9_sw_1_0_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_4_m_13_sw_0_7_s_1_2,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
two_by_two_p_2_m_9_sw_0_7_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_by_two_p_2_m_15_sw_1_2_s_1_2,contiguous,linear,serial_vertical,area_bar,stack,horizontal_orientation
basic_two_horizontal_orient_m_4_sw_0_7_s_1_2,contiguous,linear,no_arrangements,line_point,stack,vertical_orientation
two_by_two_p_1_m_19_sw_0_7_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_by_two_p_1_m_6_sw_0_7_s_1_2,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_vertical_m_14_sw_1_2_s_2_0,contiguous,linear,no_arrangements,area_bar,stack,horizontal_orientation
two_vertical_m_11_sw_2_0_s_0_5,contiguous,linear,no_arrangements,area_bar,stack,horizontal_orientation
two_by_two_uneven_w_m_14_sw_0_7_s_2_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multiple_view_p_0_m_10_sw_1_0_s_0_7,contiguous,multi_layout,horizontal_vertical,brush_line,overlay,horizontal_orientation
basic_two_horizontal_p_1_m_0_sw_1_0_s_1_0,contiguous,linear,serial,point,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_9_sw_0_7_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_1_m_20_sw_0_7_s_1_2,contiguous,linear,serial_vertical,area_bar,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_23_sw_1_0_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_uneven_w_m_5_sw_2_0_s_0_7,contiguous,linear,serial_vertical,bar_point,stack,horizontal_orientation
two_by_two_p_3_m_3_sw_0_7_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
single_cell_epi_simple_p_1_m_13_sw_0_5_s_2_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
three_composite_v_m_15_sw_1_0_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multiple_view_p_0_m_16_sw_1_2_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_by_two_p_2_m_13_sw_1_0_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
single_cell_epi_p_0_m_22_sw_0_7_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
basic_two_horizontal_orient_m_2_sw_0_5_s_0_7,contiguous,linear,no_arrangements,area_point,stack,vertical_orientation
multiple_view_p_3_m_23_sw_0_7_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_0_m_19_sw_1_0_s_1_0,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
basic_two_horizontal_p_1_m_9_sw_1_0_s_0_7,contiguous,linear,serial,area_line,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_0_sw_0_7_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
basic_two_horizontal_orient_m_13_sw_1_0_s_0_5,contiguous,linear,no_arrangements,bar_line,stack,vertical_orientation
three_composite_m_3_sw_1_2_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_by_two_p_4_m_23_sw_0_7_s_0_7,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
three_composite_v_m_7_sw_1_0_s_0_7,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
two_by_two_p_2_m_0_sw_0_7_s_1_0,contiguous,linear,serial_vertical,area_bar,stack,horizontal_orientation
gene_annotation_p_1_sw_1_2_s_0_7,sparse,linear,horizontal_vertical,multi_marks,overlay,horizontal_orientation
single_cell_epi_p_0_m_0_sw_1_0_s_1_0,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_vertical_m_2_sw_2_0_s_1_2,contiguous,linear,no_arrangements,area_point,stack,horizontal_orientation
multiple_view_p_0_m_20_sw_1_0_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_horizontal_m_2_sw_0_5_s_0_7,contiguous,linear,serial,area_point,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_13_sw_1_0_s_1_2,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
multi_view_circular_ideograms_m_1_sw_0_7_s_0_7,multi_data_types,circular,no_arrangements,line_rect,stack,horizontal_orientation
three_composite_v_m_23_sw_1_2_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
basic_two_horizontal_p_0_m_5_sw_1_2_s_1_2,contiguous,linear,serial,line,stack,horizontal_orientation
two_by_two_p_1_m_10_sw_0_7_s_0_7,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
basic_two_horizontal_p_0_m_3_sw_1_0_s_0_7,contiguous,linear,serial,bar_point,stack,horizontal_orientation
single_cell_epi_simple_p_0_m_15_sw_1_2_s_0_7,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
two_by_two_sq_uneven_h_m_10_sw_2_0_s_1_2,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
two_horizontal_m_4_sw_0_7_s_1_2,contiguous,linear,serial,line_point,stack,horizontal_orientation
two_by_two_uneven_w_m_22_sw_0_5_s_2_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
three_composite_v_m_1_sw_1_2_s_1_2,contiguous,linear,serial_vertical,area_line,stack,horizontal_orientation
two_by_two_p_2_m_23_sw_1_0_s_1_2,contiguous,linear,serial_vertical,bar_line,stack,horizontal_orientation
gene_annotation_simple_p_0_sw_1_0_s_0_7,sparse,linear,horizontal_vertical,rect_triangle,overlay,horizontal_orientation
single_cell_epi_simple_p_0_m_6_sw_0_5_s_0_5,multi_data_types,linear,vertical,multi_marks,overlay,horizontal_orientation
multiple_view_p_3_m_13_sw_0_7_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
basic_two_horizontal_orient_m_15_sw_1_2_s_1_0,contiguous,linear,no_arrangements,bar,stack,vertical_orientation
two_by_two_uneven_h_p_3_sw_0_7_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
multi_layer_circular_m_0_sw_0_7_s_1_0,contiguous,circular,linear_default,point,overlay,horizontal_orientation
two_by_two_sq_uneven_h_m_10_sw_1_0_s_1_0,contiguous,linear,serial_vertical,multi_marks,stack,horizontal_orientation
basic_two_horizontal_p_0_m_10_sw_1_0_s_1_0,contiguous,linear,serial,area,stack,horizontal_orientation
multiple_view_p_2_m_20_sw_1_2_s_1_2,contiguous,multi_layout,horizontal_vertical,brush_point,overlay,horizontal_orientation
basic_two_vertical_p_0_m_5_sw_1_2_s_1_2,contiguous,linear,no_arrangements,line,stack,horizontal_orientation
multiple_view_p_0_m_2_sw_1_2_s_0_7,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_vertical_m_4_sw_1_2_s_0_5,contiguous,linear,no_arrangements,line_point,stack,horizontal_orientation
multiple_view_p_2_m_19_sw_1_2_s_1_0,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
two_vertical_m_1_sw_2_0_s_2_0,contiguous,linear,no_arrangements,line_point,stack,horizontal_orientation
multiple_view_p_1_m_15_sw_0_7_s_1_2,contiguous,multi_layout,horizontal_vertical,multi_marks,overlay,horizontal_orientation
gene_annotation_simple_p_0_sw_2_0_s_0_5,sparse,linear,horizontal_vertical,rect_triangle,overlay,horizontal_orientation
